"mms_id","barcode","signature","location","urns","snISBN","snISSN","volumeNumber","languages","main_title","sub_title","related_title","countryCodes","persons","corperations","publishers","placesOfPublication","yearOfPublication","dateOfPublication","Subjects","GND-Links","gndReferences","classifications","contentInformations","physicalPages","illustrations","physicalFormat","sequence","urls","idnr"
"990049527320603338","+Z171378403","F 015706-C","ALT FLUG","","","","","ger","Kundmachung. [Wien, 1. Mai 1848]","Um dem mehrseitigen Wunsche zu entsprechen, wird hiermit bekannt gemacht, daß zwar nach der hierortigen Verlautbarung vom 13. v. M. die Aufstellung von Markthütten und Verkaufsständchen in der inneren Stadt für den nächsten Jubilate-Markt zu unterbleiben hat ...","Wunsch","XA-AT, XA-AAAT","","","","[S.l.]","1848","","","","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, Mai 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 42,2 x 29,2 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2022968, http://data.onb.ac.at/dtl/6918063","AC13307589"
"990049528160603338","+Z171378506","F 015716-B","ALT FLUG","","","","","ger","Rechtfertigung. Endesgefertigter protestirt hiermit gegen die Anmaßung des Herrn Johann Benedict","der in der Schrift unter dem Titel: ""Offene Klage gegen den Polizei-Commissär Max von Hietzing,"" seinen Namen zur Unterschrift mißbrauchte, da er, obwohl mit der in obiger Schrift berührten Sache einverstanden, doch die in ihr gebrauchten Schmähworte gegen die Person des besagten Polizei-Commissärs mißbilligt ; Wien, den 3. Mai 1848","protestiert","XA-AT, XA-AAAT","Hehne, Anton","","Druck von Joh. N. Fridrich, Josephstadt, Langegasse Nr. 58","[Wien]","1848","","Wien, Revolution, Flugblatt, Polizei, Geschichte 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/4046595-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, 3. Mai 1848, Einblattdruck, einseitig bedr. - Gesamter Text, Vorlageform des Erscheinungsvermerks: Druck von Joh. N. Fridrich, Josephstadt,Langegasse Nr. 58","[1] Bl.","","Satzspiegel: 35,3 x 20,3 cm","","http://data.onb.ac.at/dtl/6918065","AC13308043"
"990049633380603338","+Z171378609","F 015715-B","ALT FLUG","","","","","ger","Allgemeine Theaterzeitung","Central-Organ für alle Erscheinungen des Tages, im Leben, im Fortschritt der Zeit, in Kunst und Wissenschaft, in der Literatur, im Bereiche der Intelligenz, der Industrie, des Handels u. s. w.","Zentral-Organ Zentralorgan Centralorgan","XA-AT, XA-AAAT","Bäuerle, Adolf","","Verleger: J. P. Sollinger","Wien","1848-","","Wien, Geschichte 1848, Zeitung, Revolution, Politische Berichterstattung, Theater, Literatur, Industrie, Handel","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/4115582-8, http://d-nb.info/gnd/4059702-7, http://d-nb.info/gnd/4035964-5, http://d-nb.info/gnd/4026779-9, http://d-nb.info/gnd/4023222-0","","BASISKLASSIFIKATION: 89.50, BASISKLASSIFIKATION: 24.02, BASISKLASSIFIKATION: 20.30","","","","","","http://data.onb.ac.at/dtl/6918013, http://data.onb.ac.at/dtl/6918426, http://data.onb.ac.at/dtl/6918783, http://data.onb.ac.at/dtl/6918067, http://data.onb.ac.at/dtl/6918138, http://data.onb.ac.at/dtl/6918282, http://data.onb.ac.at/dtl/6918537, http://data.onb.ac.at/dtl/6918655, http://data.onb.ac.at/dtl/6918866, http://data.onb.ac.at/dtl/6918936, http://data.onb.ac.at/dtl/6918252, http://data.onb.ac.at/dtl/6918189, http://data.onb.ac.at/dtl/6918305, http://data.onb.ac.at/dtl/6918343, http://data.onb.ac.at/dtl/6918766, http://data.onb.ac.at/dtl/6918088, http://data.onb.ac.at/dtl/6918396, http://data.onb.ac.at/dtl/6918493, http://data.onb.ac.at/dtl/6918822, http://data.onb.ac.at/dtl/6918181, http://data.onb.ac.at/dtl/6918469, http://data.onb.ac.at/dtl/6918598, http://data.onb.ac.at/dtl/6918690, http://data.onb.ac.at/dtl/6919924, http://data.onb.ac.at/dtl/6919857, http://data.onb.ac.at/dtl/6919889, http://data.onb.ac.at/dtl/6918977, http://data.onb.ac.at/dtl/6919515, http://data.onb.ac.at/dtl/6919982","AC13361018"
"990049571170603338","+Z171378701","F 015714-B","ALT FLUG","","","","","ger","Außerordentliche Beilage zur österreichisch-deutschen Zeitung. Zu Nr. 14. Wien Mittwoch den 3. Mai. 1848","Habt Acht, habt Acht! Die Liguorianer sind wieder da! Guten Abend!","Österreichisch-deutsche Zeitung","XA-AT, XA-AAAT","","","Gedruckt bei Edl. Schmidbauer und Holzwarth","[Wien]","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","","[1] Bl.","","Satzspiegel: 29,7 x 23,5 cm. - Text in drei Spalten","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1996207, http://data.onb.ac.at/dtl/6918072","AC13327394"
"990049528090603338","+Z171378804","F 015713-A","ALT FLUG","","","","","ger","Die große Feierlichkeit bei dem Umzug eines constitutionellen Spitzels","am Mittwoch den 3. Mai 1848 und die darauf Abends in der Stadt und in der Leopoldstadt erfolgte imposante Katzenmusik, oder: So richtet das Volk die Spione und Verräther ; Beschrieben von einem Augenzeugen","konstitutionellen Verräter","XA-AT, XA-AAAT","Urschler, Joseph","","Zu haben: Wieden, Heumühlgasse Nr. 811, 2. Stock Thür Nr. 14","[Wien], Wien","[1848]","","Wien, Revolution, Flugschrift, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, Mai 1848","[2] Bl.","","Satzspiegel: 19,6x 16,4 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1976130, http://data.onb.ac.at/dtl/6918075","AC13307962"
"990049527910603338","+Z171378907","F 015712-C","ALT FLUG","","","","","ger","An die Nationalgarde von Wien. Meine Herren!","Als ich an jenem denkwürdigen 14. März, der in den Annalen des Vaterlandes stets als die wichtigste Epoche angesehen werden muß, aus den Händen Seiner Majestät, unsers allverehrten Kaisers, das Ober-Commando über die Nationalgarde erhielt, fühlte ich mich dadurch hoch geehrt ...","unseres","XA-AT, XA-AAAT","Hoyos-Sprintzenstein, Johann Ernst <<von>>, 1779-1849","","","[S.l.]","1848","","","","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, Mai 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 27,6 x 18,5 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1996171, http://data.onb.ac.at/dtl/6918079","AC13307897"
"990049527650603338","+Z171379006","F 015711-A","ALT FLUG","","","","","ger","Aufruf. Die Wahlmänner des dritten Hauptwahlbezirkes Wieden versammeln sich heute am 2ten Mai Nachmittag um 5 Uhr im polytechnischen Institute.","","","XA-AT, XA-AAAT","","","","","[s.a. 1848]","","","","","BASISKLASSIFIKATION: 15.60","Flugblatt, Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 17,7 x 16,5 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1976125, http://data.onb.ac.at/dtl/6918081","AC13307818"
"990049562420603338","+Z171379109","F 015710-A.Kopie","ALT FLUG","","","","","ger","Wahlumtriebe! Die Wahlen zum deutschen Parlament nach Frankfurt sind noch nicht vollendet ...","Wien den 2. Mai 1848","","XA-AT, XA-AAAT","","","Druck von U. Klopf sen. und A. Eurich","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 2. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2023042, http://data.onb.ac.at/dtl/6918083","AC13323552"
"990049528230603338","+Z171379201","F 015709-B","ALT FLUG","","","","","ger","Auf Grundlage der von den sämmtlichen Dienern der bürgerl. Kaffehsieder überreichten Petition zur Regulirung ihres Dienstverhältnisses wird in Folge des bei der dießfalls abgehaltenen commissionellen Verhandlung getroffenen Uebereinkomens mit den anwesenden bürgerl. Kaffehsiedern Folgendes bekannt gemacht: ...","","Kaffeesieder Regulierung diesfalls kommisonellen Übereinkommens","XA-AT, XA-AAAT","Bergmüller, Ferdinand, 1802-1862","","","[Wien], Wien","1848","","","","","BASISKLASSIFIKATION: 15.60","Flugblatt, Amtsdruckschrift: Wien, Mai 1848, Einblattdruck, zweiseitig bedr.","[1] Bl.","","31,2 x 19,6 cm","","http://data.onb.ac.at/dtl/6918085","AC13308089"
"990049633380603338","+Z171379304","F 015708-B","ALT FLUG","","","","","ger","Allgemeine Theaterzeitung","Central-Organ für alle Erscheinungen des Tages, im Leben, im Fortschritt der Zeit, in Kunst und Wissenschaft, in der Literatur, im Bereiche der Intelligenz, der Industrie, des Handels u. s. w.","Zentral-Organ Zentralorgan Centralorgan","XA-AT, XA-AAAT","Bäuerle, Adolf","","Verleger: J. P. Sollinger","Wien","1848-","","Wien, Geschichte 1848, Zeitung, Revolution, Politische Berichterstattung, Theater, Literatur, Industrie, Handel","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/4115582-8, http://d-nb.info/gnd/4059702-7, http://d-nb.info/gnd/4035964-5, http://d-nb.info/gnd/4026779-9, http://d-nb.info/gnd/4023222-0","","BASISKLASSIFIKATION: 89.50, BASISKLASSIFIKATION: 24.02, BASISKLASSIFIKATION: 20.30","","","","","","http://data.onb.ac.at/dtl/6918013, http://data.onb.ac.at/dtl/6918426, http://data.onb.ac.at/dtl/6918783, http://data.onb.ac.at/dtl/6918067, http://data.onb.ac.at/dtl/6918138, http://data.onb.ac.at/dtl/6918282, http://data.onb.ac.at/dtl/6918537, http://data.onb.ac.at/dtl/6918655, http://data.onb.ac.at/dtl/6918866, http://data.onb.ac.at/dtl/6918936, http://data.onb.ac.at/dtl/6918252, http://data.onb.ac.at/dtl/6918189, http://data.onb.ac.at/dtl/6918305, http://data.onb.ac.at/dtl/6918343, http://data.onb.ac.at/dtl/6918766, http://data.onb.ac.at/dtl/6918088, http://data.onb.ac.at/dtl/6918396, http://data.onb.ac.at/dtl/6918493, http://data.onb.ac.at/dtl/6918822, http://data.onb.ac.at/dtl/6918181, http://data.onb.ac.at/dtl/6918469, http://data.onb.ac.at/dtl/6918598, http://data.onb.ac.at/dtl/6918690, http://data.onb.ac.at/dtl/6919924, http://data.onb.ac.at/dtl/6919857, http://data.onb.ac.at/dtl/6919889, http://data.onb.ac.at/dtl/6918977, http://data.onb.ac.at/dtl/6919515, http://data.onb.ac.at/dtl/6919982","AC13361018"
"990049526030603338","+Z17137950X","F 015701-E","ALT FLUG","","","","","ger","Aufforderung. Im Interesse der öffentlichen Ordnung und Sicherheit, mit deren Aufrechthaltung alle dazu berufenen Organe eifrigst beschäftiget sind, ist es nothwendig, daß die Straßen und Plätze bei hereinbrechender Nacht und während derselben möglichst frei gehalten werden","Es ergeht daher an alle Bewohner Wiens die wohlgemeinte Aufforderung ...","Aufrechterhaltung beschäftigt notwendig","XA-AT, XA-AAAT","Montecuccoli-Laderchi, Albert <<von>>, 1802-1852","","","[S.l.]","[s.a. 1848]","","Wien, Geschichte 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt, undatiert: Wien, 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 44 x 37 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2017384, http://data.onb.ac.at/dtl/6918093, http://data.onb.ac.at/dtl/6918736, http://data.onb.ac.at/dtl/7195757","AC13307082"
"990049525410603338","+Z171379602","F 015700-C","ALT FLUG","","","","","ger","Geschichte der großen Freiheits-Erhebung in Wien","1. Colloredo, der als Verräther beschuldigte, auf der Universität. - 2. Der Sturm von 30,000 Arbeitern gegen die Thore. - 3. Der Barrikaden-Bau ...","Verräter Tore","XA-AT, XA-AAAT","","","Gedruckt bei J. N. Fridrich","[Wien]","[s.a. 1848]","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt, undatiert: Wien, 1848, Text in drei Spalten","[1] Bl.","","Satzspiegel: 46,5 x 34 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018630, http://data.onb.ac.at/dtl/6918095, http://data.onb.ac.at/dtl/6919097, http://data.onb.ac.at/dtl/7195806","AC13306842"
